Gene	D1_Control.	D2_Control.	D3_Control.	D4_Control.	D5.ntr	D6_Control.	D1_Treated.	D2_Treated.	D3_Treated.	D4_Treated.	D5_Treated.	D6_Treated.
Dzip3	2174.9017	2040.6085	2185.2177	1660.0831	1673.9972499999999	1687.9114	2263.7041	1853.1271	2230.5069	1792.7735	1507.4637	1985.0879
E030002O03Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.0	0.0036	1.3478
E030003E18Rik	0.0178	0.0	0.0	0.8534	1.4784000000000002	2.1034	0.9451	0.0	0.0	0.9192	0.0237	2.7741
E030011O05Rik	2.3611	0.7904	7.2277	5.9952	8.3125	10.6298	1.8413	3.4361	4.8807	4.566	3.634	9.3751
E030013I19Rik	36.3164	53.4626	35.8694	23.7582	21.053750000000001	18.3493	26.3627	27.0052	42.9905	29.2971	17.9879	28.9345
E030018B13Rik	11.4421	7.8782	6.1533	18.7993	23.3096	27.8199	12.2232	3.9045	11.706	11.8644	31.6059	27.6174
E030019B13Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.8013	0.0	0.0	0.0036	0.0101
E030024N20Rik	180.7436	170.3505	206.0475	234.2747	223.03649999999999	211.7983	198.8344	173.2347	179.6781	229.035	214.8353	342.329
E030025P04Rik	1.0881	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	1.3791
E030030I06Rik	1.1526	1.7916	0.0	0.0	0.54285000000000005	1.0857	7.727	1.4266	0.0	0.0	0.0428	0.125
E030044B06Rik	0.043	1.7654	0.8571	2.591	1.8443000000000001	1.0976	1.8822	1.3607	0.9686	4.6788	2.3512	1.7612
E130006D01Rik	5.4521	1.7772	0.0	0.0	0.010800000000000001	0.0216	5.7642	1.3902	0.9703	0.8915	0.0505	0.1488
E130008D07Rik	5.7586	3.446	6.22	4.1345	13.7643	23.3941	3.7186	1.0979	8.7892	10.1002	19.7132	7.0018
E130012A19Rik	139.5994	115.4446	102.1478	88.5459	64.21520000000001	39.8845	124.4433	129.4258	107.4294	77.8206	72.5303	51.5848
E130018N17Rik	6.8142	3.4733	3.5132	5.0557	6.8109000000000002	8.5661	8.508	3.3607	4.8734	7.3424	9.372	9.6747
E130102H24Rik	36.484	52.3451	44.7394	81.103	69.576499999999996	58.05	31.0363	42.6306	69.3513	71.5165	55.7924	62.4325
E130112N10Rik	7.9595	5.2615	6.2311	5.0194	4.1547000000000001	3.29	10.3958	5.5582	5.8487	11.9834	12.857	11.3787
E130114P18Rik	6.9797	13.2408	24.259	14.4021	17.9406	21.4791	13.1559	16.3219	22.4713	15.5399	24.7909	29.5581
E130201H02Rik	4.4455	1.7465	1.7659	0.7766	1.9915500000000002	3.2065	3.7982	0.5514	2.9333	0.8757	3.4951	1.8408
E130215H24Rik	1.1678	1.7729	0.0	2.604	1.3133000000000001	0.0226	1.8861	1.3795	4.9155	0.0	2.3388	1.7307
E130218I03Rik	1.095	0.0	0.0	0.0	0.0022499999999999998	0.0045	0.0	1.628	0.0	0.0	0.0105	0.0297
E130304I02Rik	6.8004	10.7901	4.4354	6.8366	3.9895499999999999	1.1425	10.4313	7.2088	4.8752	6.4161	1.3488	3.7459
E130307A14Rik	187.4739	184.6336	189.9587	219.0139	174.57695000000001	130.14	155.4779	209.23	167.9672	188.7302	155.5475	112.3672
E130308A19Rik	563.4554	413.6303	396.8935	313.3675	265.31270000000001	217.2579	595.691	484.6964	391.6045	351.7489	288.5598	311.8305
E130309D02Rik	425.9825	395.9548	295.6377	248.6344	220.03935000000001	191.4443	410.9442	399.833	291.9906	289.4644	258.8374	188.5944
E130309D14Rik	20.45	17.7211	19.705	19.5814	19.469949999999997	19.3585	29.2788	17.0247	19.5298	15.5308	21.3394	13.9827
E130310I04Rik	9.2198	14.1523	12.4776	23.974	25.379950000000001	26.7859	21.7054	6.7949	10.7233	19.2543	18.962	24.7666
E130311K13Rik	64.8929	95.8516	92.2621	127.8977	107.50194999999999	87.1062	72.5251	74.7388	103.5201	143.0229	78.438	114.7606
E130317F20Rik	210.0921	187.3419	180.1222	125.9798	111.40735000000001	96.8349	206.4395	176.3438	184.5835	131.8771	115.2679	88.7895
E230013L22Rik	0.0247	0.8765	0.0	0.0	0.53849999999999998	1.077	1.9056	0.0	0.9751	0.0	2.2777	4.13
E230016K23Rik	0.0177	0.0	0.8991	0.0	2.0817999999999999	4.1636	0.0	0.0	0.978	0.0	1.1622	0.0678
E230016M11Rik	41.8997	22.1213	34.0837	32.4011	32.31915	32.2372	20.6919	21.2117	35.1675	24.6998	19.1428	33.6307
E230025N22Rik	5.7208	5.2823	9.9306	1.5577	5.0654000000000003	8.5731	3.7304	3.3469	13.7126	6.4009	5.9778	9.734
E230029C05Rik	1.1359	0.0	0.0	1.7487	0.88129999999999997	0.0139	1.9062	0.6644	0.9753	0.9094	0.0324	2.8679
E2f1	197.7019	169.5005	167.5075	180.5638	188.64699999999999	196.7302	183.7669	156.8552	206.0639	181.378	189.8959	181.1526
E2f2	212.5082	186.3477	213.2229	212.9349	196.79329999999999	180.6517	206.3783	216.201	213.868	238.2046	296.5234	178.0633
E2f3	943.9962	588.4963	525.8944	391.7024	352.31979999999999	312.9372	868.0628	643.0651	584.9714	378.2717	410.8005	371.2599
E2f4	828.2276	647.0876	569.7986	489.7047	476.01954999999998	462.3344	705.8985	698.7397	566.4097	526.7242	543.6433	408.4601
E2f5	416.9397	336.3987	305.4841	302.3417	298.47120000000001	294.6007	425.0732	302.4713	302.7311	299.5348	358.4065	284.6251
E2f6	857.7927	798.0362	691.6842	513.5478	439.04385000000002	364.5399	934.0134	791.5647	679.7001	543.206	397.7986	341.0133
E2f7	523.6488	347.0447	326.9921	245.1912	257.00645000000003	268.8217	543.8687	382.5461	371.1016	273.8582	245.8424	276.2801
E2f8	430.6163	405.6566	378.0828	266.4902	314.93889999999999	363.3876	426.9348	446.8556	431.6558	266.5143	274.3133	379.0865
E330009J07Rik	207.837	175.7709	163.9578	135.3657	129.5249	123.6841	213.9822	182.0625	159.1802	144.7164	118.8256	115.6194
E330011O21Rik	3.3286	0.0	1.7886	0.7987	0.94689999999999996	1.0951	0.924	1.3747	0.9694	1.8309	0.0541	6.9716
E330012B07Rik	0.0054	0.0	0.9263	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	1.3789
E330013P04Rik	20.6863	17.5588	41.949	169.683	222.83609999999999	275.9892	42.3205	17.3449	56.6103	164.0681	239.1806	258.1536
E330014E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
E330017A01Rik	0.008	0.0	0.0	0.0	0.0023	0.0046	0.0	0.0	0.9826	0.0	1.1285	1.4089
E330017L17Rik	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.9854	0.0	0.0036	0.0102
E330020D12Rik	4.3648	0.0	0.8722	0.8151	1.4729000000000001	2.1307	0.0	0.0	1.9576	0.8977	1.2082	2.9871
E330021D16Rik	0.008	0.0	0.0	0.0	0.52685000000000004	1.0537	0.9566	0.0	0.0	0.0	0.0106	1.4087
E330023G01Rik	1.1442	0.8702	5.6133	0.8265	0.95379999999999998	1.0811	0.0	0.6461	0.0	0.9041	0.0375	0.109
E330033B04Rik	245.4965	164.9712	266.0772	271.7097	252.51915	233.3286	327.9893	244.6554	267.5785	286.743	322.7476	369.9474
E330034G19Rik	1.0881	0.0	0.0	0.0	0.0015499999999999999	0.0031	0.0	0.0	0.0	0.0	0.0072	1.3791
E430016F16Rik	0.0495	0.8355	0.0	0.0	2.6435499999999998	5.2871	0.917	2.1159	0.9666	2.7606	2.375	9.7666
E430018J23Rik	168.2108	172.1741	184.5634	243.7592	204.13470000000001	164.5102	147.9276	176.2205	168.942	196.0601	196.9841	147.6113
E430025E21Rik	1485.1206	1297.6801	1374.3877	1077.4561	1065.5373	1053.6185	1479.618	1443.6952	1409.2054	1099.2794	1004.2141	1020.8654
E4f1	623.7733	569.8666	473.9182	589.494	497.96204999999998	406.4301	507.9546	594.5227	492.1892	547.8332	524.6058	337.4522
E530001F21Rik	0.0174	0.8914	0.8998	0.0	0.0050000000000000001	0.01	2.8914	1.5366	0.0	0.0	0.0231	0.0665
E530011L22Rik	128.4775	128.6434	167.5567	176.3702	159.68855000000002	143.0069	139.4577	138.3323	189.469	179.5869	163.7723	140.683
EU599041	0.0027	0.0	0.0	0.0	0.00080000000000000004	0.0016	0.0	0.0	0.0	0.9466	0.0036	0.0102
Eaf1	830.6171	754.4632	713.1484	775.1484	658.52424999999994	541.9001	869.8756	781.4088	745.1263	791.5185	710.9712	553.899
Eaf2	14.9205	15.8597	22.337	50.5395	45.125900000000001	39.7123	15.9616	10.3132	29.2964	48.6981	36.6815	32.0256
Eapp	330.7038	376.3597	336.8531	325.3466	352.41895	379.4913	318.5175	340.3374	348.6354	377.4437	328.8109	377.283
Ear1	0.0027	0.0	0.0	0.0	0.52249999999999996	1.045	0.0	0.0	0.0	0.0	0.0036	0.0102
Ear10	0	0	0	0	0	0	0	0	0	0	0	0
Ear12	0	0	0	0	0	0	0	0	0	0	0	0
Ear14	0	0	0	0	0	0	0	0	0	0	0	0
Ear2	0	0	0	0	0	0	0	0	0	0	0	0
Ear3	0	0	0	0	0	0	0	0	0	0	0	0
Ear4	0	0	0	0	0	0	0	0	0	0	0	0
Ear6	0	0	0	0	0	0	0	0	0	0	0	0
Ear7	0	0	0	0	0	0	0	0	0	0	0	0
Ears2	326.1062	319.5476	294.7482	333.0859	271.3965	209.7071	388.3192	291.8089	299.8065	308.7231	284.8941	254.1967
Ebag9	189.7654	161.4982	193.5298	161.782	184.08859999999999	206.3952	195.0855	158.2866	194.3405	164.8671	161.4912	229.709
Ebf1	209.3176	285.6317	502.5161	1102.4072	1333.7427	1565.0782	270.3808	301.4067	514.6328	1148.9016	1255.3699	1330.3418
Ebf2	355.3488	277.946	277.8568	60.2353	53.833300000000001	47.4313	416.7437	287.2258	258.8118	87.8265	46.6062	51.9228
Ebf3	452.1466	414.5674	499.1671	191.4753	172.12225000000001	152.7692	719.2559	419.7465	412.1262	196.8618	127.2872	208.9115
Ebf4	209.1949	261.8058	297.4521	329.6958	298.16875000000005	266.6417	238.3994	295.4232	281.2503	341.7421	358.319	284.3878
Ebi3	1.2164	4.4718	2.659	1.6229	4.5236499999999999	7.4244	0.0	2.0078	1.9424	3.667	3.5625	8.9219
Ebna1bp2	856.7504	837.0376	710.4523	692.4665	740.78604999999993	789.1056	769.0094	819.2482	713.8714	721.8664	719.2866	651.8521
Ebp	172.7971	174.7991	147.741	219.7735	315.11770000000001	410.4619	140.366	164.6528	155.2577	185.9352	249.1563	276.9391
Ebpl	126.2308	165.0824	174.7133	210.4949	184.81115	159.1274	158.3132	158.3544	198.2557	207.0894	157.8966	114.0024
Ecd	969.229	1019.0408	827.8394	790.4418	759.68814999999995	728.9345	900.9605	916.3214	782.2321	779.5787	701.5343	597.9438
Ece1	1684.1101	1672.1885	2007.7892	2322.9185	2191.9232499999998	2060.928	1599.2433	1678.2155	2042.9965	2437.7809	2252.632	1995.2662
Ece2	185.2724	212.1358	241.9445	214.6563	195.50299999999999	176.3497	204.4974	217.6622	233.4081	257.4751	188.774	142.7679
Ecel1	10.3122	25.0281	30.7242	10.1237	7.7918000000000003	5.4599	6.5366	24.6985	21.5076	8.1707	7.2994	7.3968
Ech1	486.4699	607.9605	547.3483	912.4023	964.66494999999998	1016.9276	395.746	503.558	553.7035	886.8422	1002.6762	725.9669
Echdc1	50.194	75.3316	99.3926	84.2018	182.24590000000001	280.29	64.9572	66.0226	81.0344	103.4807	156.5224	263.2141
Echdc2	317.0738	332.8351	353.0011	420.8784	380.30539999999996	339.7324	297.7785	306.7405	375.0099	406.7868	376.1995	217.3207
Echdc3	16.0461	21.2285	27.7592	30.6802	35.195149999999998	39.7101	21.6395	19.7594	17.5569	42.2366	29.6691	47.9417
Echs1	1232.8814	1447.7802	1021.3385	1215.5507	1069.5423000000001	923.5339	1096.0238	1111.7577	1056.6504	1223.9247	1026.6978	708.0862
Eci1	227.2012	215.7217	187.2378	177.1342	163.30969999999999	149.4852	209.2278	199.1058	207.038	207.9691	159.1387	149.3726
Eci2	1079.4716	1275.5932	1064.4002	976.1608	830.52499999999998	684.8892	945.2368	1138.3168	1070.3336	953.6494	734.8073	518.7025
Eci3	9.0854	11.6045	6.2186	10.2651	8.9051500000000008	7.5452	6.5713	8.5447	6.8267	10.0985	4.8803	11.4947
Ecm1	79.773	37.0814	71.4962	91.7511	572.87630000000001	1054.0015	135.6273	61.5819	49.7641	92.3883	665.1004	904.0492
Ecm2	50.145	45.1328	51.8565	92.8725	120.53745000000001	148.2024	64.9875	37.4257	79.0965	87.9468	104.3411	172.2362
Ecscr	143.2196	171.329	141.5229	160.1365	199.34665000000001	238.5568	150.7762	126.1348	122.0565	153.8938	161.4132	147.3933
Ecsit	239.7461	243.2249	211.4188	253.8849	236.60505000000001	219.3252	214.8608	227.6319	203.1203	211.6004	237.3541	176.4352
Ect2	1320.2746	1166.3733	1004.3496	644.67	701.86329999999998	759.0566	1394.8485	1143.3045	1014.6639	664.0932	629.2303	822.7922
Ect2l	2.3929	2.5618	7.1645	10.3315	7.8686000000000007	5.4057	2.7775	6.3625	9.7796	9.1989	9.4047	11.2345
Eda	110.3567	139.2914	160.3491	218.1725	209.58930000000001	201.0061	90.4008	118.2074	194.3465	185.9839	214.6953	227.8231
Eda2r	83.0215	90.5002	173.1377	119.3239	83.899799999999999	48.4757	97.0607	108.5164	133.8122	118.2144	76.0875	39.9122
Edar	17.2638	23.7955	27.6254	77.5473	114.97370000000001	152.4001	23.4732	26.6992	37.0822	105.4669	126.5664	149.998
Edaradd	206.8686	212.9863	236.52	223.1377	257.21960000000001	291.3015	193.1625	241.1892	240.237	258.3553	206.5944	277.2424
Edc3	354.5141	331.0707	282.172	333.9014	315.86189999999999	297.8224	361.9001	333.9523	339.8489	307.7873	319.298	335.0867
Edc4	1903.2828	1750.3817	1717.5281	1640.5689	1391.1836499999999	1141.7984	1619.0687	1829.0368	1702.1747	1667.3006	1412.4537	963.6809
Eddm3b	1.1356	0.0	0.8869	0.0	0.0069499999999999996	0.0139	5.8019	0.6649	0.0	0.0	0.0323	1.5812
Edem1	734.098	726.9216	743.6093	723.1405	845.86840000000007	968.5963	773.7193	646.3623	655.2708	732.8587	891.2723	846.0055
Edem2	231.8755	287.595	266.977	316.0776	304.78129999999999	293.485	245.0084	243.2311	259.7647	316.0871	286.0218	223.7629
Edem3	1817.0263	1663.3181	1954.033	1978.7278	2013.9124999999999	2049.0972	1831.0998	1738.1993	2014.6767	1900.8881	2003.4418	2223.4306
Edf1	780.5529	513.867	599.3703	506.742	608.13189999999997	709.5218	647.4462	655.1196	595.7082	556.9607	497.4075	582.2812
Edil3	426.0261	186.2614	258.8536	309.1594	350.76634999999999	392.3733	558.023	247.3921	186.4978	327.0339	363.1542	424.2826
Edn1	43.3324	33.5756	44.6842	102.3467	120.429	138.5113	43.2867	33.1435	52.7152	119.2218	113.6941	114.1609
Edn2	2.4358	3.4158	9.8061	14.5198	17.956200000000003	21.3926	1.8132	4.6738	11.7145	17.4701	15.3564	36.0698
Edn3	346.6586	329.225	335.0134	466.8187	521.49339999999995	576.1681	344.8905	334.488	312.486	450.7284	557.6696	586.4821
Ednra	1610.0973	1614.622	1484.6002	985.4207	1027.04745	1068.6742	1615.3356	1749.9896	1475.6129	984.7401	812.0236	926.2841
Ednrb	456.8742	509.4575	735.6677	475.242	528.96265000000005	582.6833	524.9159	579.4699	536.1376	453.4233	472.4573	612.4036
Edrf1	985.1704	881.3768	954.1835	903.7504	805.06404999999995	706.3777	1008.4007	916.9576	883.7982	929.8394	910.3407	756.8117
Eea1	877.3595	840.4602	1122.5787	1278.562	1432.65905	1586.7561	953.6861	935.3138	1116.2189	1278.8763	1475.1821	1831.733
Eed	535.1718	541.476	490.079	403.6802	424.92865	446.1771	534.366	528.1271	454.103	410.373	429.7129	431.7643
Eef1a1	116894.3957	152228.6099	115785.4162	135906.2174	141616.58129999999	147326.9452	102167.1923	131959.6541	114700.7545	131418.4903	123088.6309	93134.7312
Eef1a2	3.4165	2.6306	11.0463	1.6227	1.9014	2.1801	5.6963	5.9543	0.0	0.0	1.2935	1.9775
Eef1b2	6133.9693	9202.7812	6642.4517	7803.3707	7670.3760500000008	7537.3814	5395.2871	6692.6947	6537.1916	7687.8936	7178.2263	5324.4798
Eef1d	2486.255	2678.8492	2003.2771	2310.9358	2381.5895	2452.2432	2133.617	2386.9934	1976.58	2195.8718	2091.3221	1648.8408
Eef1e1	369.2594	396.8277	281.2802	304.9113	334.13315	363.355	325.1307	309.646	306.6399	293.1236	295.5884	279.5308
Eef1g	4682.8758	5623.8699	5596.9226	5821.2221	5979.9537	6138.6853	4269.1048	4938.6659	4763.7273	6543.7215	4730.9628	5205.6183
Eef2	32945.6261	30848.6722	33257.1747	34141.8308	30595.990600000001	27050.1504	28671.0798	35055.8372	30511.15	34480.0256	29524.7827	22076.6791
Eef2k	616.0763	744.572	1009.656	1616.8294	1696.3876500000001	1775.9459	641.709	777.5028	989.2556	1830.4691	2065.993	1720.3556
Eef2kmt	114.8281	98.4403	137.0807	155.0884	145.2747	135.461	124.385	121.223	118.1571	151.1831	173.1325	122.0437
Eefsec	486.2273	372.791	381.6736	334.7102	325.40904999999998	316.1079	431.6518	451.1614	341.7953	344.4316	314.6089	239.294
Eepd1	207.8789	218.4287	174.7033	160.9513	125.13894999999999	89.3266	189.437	215.6894	185.5526	174.9712	165.0126	109.008
Efcab1	71.6952	110.0893	105.7321	103.0732	103.13894999999999	103.2047	75.3533	95.5725	79.0886	108.1143	113.8764	119.802
Efcab10	1.1144	0.0	0.0	0.0	0.53220000000000001	1.0644	0.9479	0.7138	0.9791	0.9233	0.0203	0.0581
Efcab11	153.195	145.7144	100.342	68.8705	73.698450000000008	78.5264	138.5978	107.8041	82.0202	78.7337	58.3587	68.2798
Efcab12	12.4632	9.7399	8.923	12.8285	10.198	7.5675	16.077	11.4444	16.6271	2.6521	10.691	5.6197
Efcab14	555.7619	587.5276	563.4735	686.5175	875.91020000000003	1065.3029	665.3278	576.3987	631.8344	669.6421	899.5315	1026.4017
Efcab2	60.2274	48.761	57.3251	51.9038	54.447450000000003	56.9911	63.1487	53.4296	57.6149	58.623	52.2897	85.4995
Efcab3	5.5555	5.4288	4.5386	1.6421	2.431	3.2199	5.7134	2.0535	0.9637	0.0	0.0794	0.2401
Efcab5	23.8901	14.0885	16.9404	18.6423	32.8919	47.1415	15.9712	19.0884	19.5179	25.6475	33.1059	44.4357
Efcab6	3.3876	1.734	0.0	2.5373	7.0478500000000004	11.5584	1.866	0.0	1.946	2.7437	1.2722	3.3112
Efcab7	149.9593	134.0206	118.2233	123.4689	153.61584999999999	183.7628	130.9882	112.6045	119.1336	104.3801	117.5754	172.099
Efcab8	2.2306	1.7905	0.8729	0.0	1.5842499999999999	3.1685	2.8635	0.0	0.0	1.8454	1.2069	0.1267
Efcab9	11.4541	12.3621	12.485	14.4325	21.666450000000001	28.9004	16.0139	21.5915	14.6417	10.0073	22.4138	15.372
Efcc1	8.0328	7.9206	4.3703	16.3085	16.718350000000001	17.1282	8.4517	10.6537	5.8389	7.2705	17.6062	20.8774
Efemp1	343.2574	261.7205	404.0416	437.8207	566.6309	695.4411	483.4752	323.0413	242.1628	449.8074	493.6749	584.8478
Efemp2	930.6749	849.3941	985.532	1061.3785	1021.4636	981.5487	844.3811	974.7578	942.3929	1069.1066	1055.0901	768.7277
Efhb	20.339	18.7073	17.9693	11.8653	15.051349999999999	18.2374	16.032	11.2781	10.7295	6.3244	10.7821	13.6475
Efhc1	48.9187	37.1779	58.2365	57.0634	68.805949999999996	80.5485	55.5958	46.9527	45.8863	61.3914	55.8032	72.3037
Efhc2	26.005	14.144	9.7552	12.6771	18.140349999999998	23.6036	18.8506	23.001	17.5757	15.5439	16.658	18.6131
Efhd1	3.5656	6.1062	7.0803	17.142	26.155749999999998	35.1695	3.7023	5.4088	8.7748	19.3302	14.2044	16.5335
Efhd2	337.4553	223.5894	278.6055	346.7336	320.6585	294.5834	279.881	297.5316	291.9921	364.65	305.0369	296.2453
Efna1	311.4107	373.6903	324.2965	412.3298	387.85374999999999	363.3777	290.231	366.0761	295.8901	376.5239	456.8023	315.0332
Efna2	510.1043	476.7038	383.4449	326.1576	295.88650000000001	265.6154	485.3785	550.4957	388.6744	349.916	292.1157	293.2959
Efna3	130.8671	179.1809	166.527	369.8049	440.67999999999995	511.5551	123.3736	193.1223	149.3866	366.5055	569.1165	338.1175
Efna4	616.9395	659.5924	542.0619	421.5681	371.54615000000001	321.5242	656.9149	628.1633	525.4	466.2724	382.3042	210.8607
Efna5	571.6304	528.9462	518.6819	577.4624	711.20730000000003	844.9522	668.1727	605.7605	671.8846	595.4361	614.8445	926.5428
Efnb1	1372.63	1311.9091	1231.0235	1146.5002	957.09134999999992	767.6825	1364.6404	1495.1805	1068.3661	1165.2655	1121.636	819.6862
Efnb2	1288.6655	1391.7296	2124.3854	1876.6078	1775.2456999999999	1673.8836	1015.8688	1199.3578	1247.074	1486.8128	1514.4678	1756.3336
Efnb3	746.5966	852.1213	841.2998	1041.035	687.21040000000005	333.3858	786.9136	961.3781	898.4581	1046.2604	709.814	341.1587
Efr3a	1139.8006	1304.7674	1356.4496	1348.3974	1359.5610999999999	1370.7248	1158.2048	1281.5632	1250.0118	1352.1577	1432.5252	1411.2842
Efr3b	480.6006	430.5022	482.963	335.5301	306.48424999999997	277.4384	470.2892	499.6948	471.6961	392.9932	295.6791	271.4135
Efs	1003.415	1113.9474	1090.3519	1347.6479	1099.5800999999999	851.5123	884.8957	1066.0752	1128.9233	1367.7934	1209.3714	686.0916
Eftud1	414.7576	333.679	399.5788	384.1326	403.3168	422.501	408.0643	395.2951	406.2546	403.077	375.1008	453.328
Eftud2	2826.9869	2020.2049	1969.2765	1405.3565	1359.0482500000001	1312.74	2568.1421	2365.7513	1981.4743	1510.5908	1300.9835	1230.9845
Egf	24.9981	31.1372	26.8987	27.2929	27.0778	26.8627	17.8688	24.2444	20.4984	20.1166	24.9242	18.9836
Egfbp2	0	0	0	0	0	0	0	0	0	0	0	0
Egfem1	10.0619	6.2293	3.5298	7.7507	3.9008000000000003	0.0509	8.527	1.8995	7.8262	5.4922	2.502	5.1714
Egfl6	341.1135	694.9109	870.8267	1092.9288	1326.89455	1560.8603	380.6494	596.9861	872.0768	1163.5012	1202.1486	1309.0068
Egfl7	629.5356	532.5074	516.8974	688.2847	720.93870000000004	753.5927	600.3073	496.4736	553.7091	642.1827	814.0447	639.7005
Egfl8	56.8512	40.7298	57.3155	82.7591	72.557649999999995	62.3562	44.2499	39.6944	65.4332	94.4813	66.4358	59.3345
Egflam	685.2833	748.2109	789.2978	1052.9307	921.5655999999999	790.2005	692.6445	783.4534	860.3639	1074.6477	988.577	630.0411
Egfr	1589.8049	1841.7543	2096.5082	1810.0335	1975.7889	2141.5443	1710.4602	1972.3518	1984.4016	1913.7143	1831.3938	2348.5333
Egln1	689.8195	761.5366	841.2877	775.1072	796.08645000000001	817.0657	704.9012	755.6136	727.5403	781.4145	956.538	1079.0556
Egln2	919.2283	885.8668	843.9905	819.4429	667.23970000000008	515.0365	825.5619	971.3858	784.1891	775.0101	709.8113	461.0875
Egln3	49.1011	75.257	93.0107	337.3976	493.21235000000001	649.0271	68.6979	77.3003	107.3877	325.2511	557.245	688.8414
Egr1	19.5379	54.049	70.7459	92.0573	95.993200000000002	99.9291	40.4538	35.2933	69.3283	106.3472	153.7663	114.22
Egr2	3.6137	7.8184	7.9063	22.02	54.3842	86.7484	5.5658	13.174	16.5746	32.9701	79.996	94.6397
Egr3	3.6207	8.6885	22.2186	61.1229	239.41575	417.7086	2.7384	11.6417	9.7265	65.8474	395.2868	509.9092
Egr4	0.0054	0.0	0.0	0.0	0.52475000000000005	1.0495	0.0	0.0	0.984	0.0	0.0071	0.0202
Ehbp1	758.0235	768.5935	936.2364	1018.7632	1114.0896	1209.416	850.0347	832.6256	966.8081	1009.5417	970.8768	1277.0749
Ehbp1l1	392.0468	303.482	456.071	445.5351	388.88670000000002	332.2383	348.6707	399.5986	412.1161	439.7474	434.3565	360.6778
Ehd1	959.048	906.2374	801.8233	871.3653	914.08985000000007	956.8144	874.5522	1034.8068	783.2034	954.5798	924.5767	805.7922
Ehd2	344.5154	440.9926	736.4109	1013.7084	1219.5587500000001	1425.4091	343.8939	516.3191	834.9686	1202.0127	1259.0243	1291.9018
Ehd3	287.3634	290.3574	231.1682	150.6423	144.70075	138.7592	244.1048	296.4473	258.8051	169.4248	128.3867	144.479
Ehd4	293.3033	291.9137	356.521	477.8851	592.03965000000005	706.1942	267.5831	302.3023	359.3664	588.2116	618.1488	559.6468
Ehf	71.8308	83.2348	176.329	518.7127	892.42145000000005	1266.1302	37.5973	100.1079	164.0256	568.8987	1502.6994	1512.2876
Ehhadh	55.7063	63.0356	69.0308	52.7641	57.555399999999999	62.3467	61.2603	52.7131	67.3917	51.2691	47.5755	55.9702
Ehmt1	3272.5003	2651.2951	2537.2976	2080.022	1962.4581499999999	1844.8943	3120.3813	2870.185	2465.8528	2166.5342	1814.8771	1799.4575
Ehmt2	4228.1325	3271.7272	3242.4079	3226.6313	2502.4509499999999	1778.2706	3534.0811	3615.8972	2954.138	3038.6838	2643.2544	1611.9513
Ei24	926.1354	924.8619	979.2552	916.5033	1025.8778500000001	1135.2524	939.5793	1046.1693	931.6491	985.7177	934.1028	856.5743
Eid1	3714.6867	4953.8103	4315.7575	3788.7861	3481.7709	3174.7557	3840.3383	4068.9139	4253.9695	3765.1429	3129.9015	2870.6672
Eid2	236.3043	221.9214	206.0611	189.9125	173.99995000000001	158.0874	246.0007	249.9236	233.4096	187.7753	160.3486	141.0666
Eid2b	161.3507	156.2147	189.1033	154.1653	122.81475	91.4642	168.7036	164.8752	168.9523	157.5678	133.0125	140.6742
Eid3	54.472	33.6551	40.2858	32.2603	41.383700000000005	50.5071	46.1803	29.0011	44.9216	26.4823	54.4977	74.9038
Eif1	667.0535	671.008	572.444	568.0628	709.20465000000002	850.3465	686.0711	670.0056	649.4165	594.5052	868.6724	854.2078
Eif1a	1187.482	1279.9367	1106.4495	1120.0744	1215.8299999999999	1311.5856	1236.4486	1158.8144	1201.186	1217.487	1299.6019	1100.2195
Eif1ad	507.9415	517.4781	421.9349	448.8468	530.79854999999998	612.7503	559.8114	487.3439	465.8207	466.2718	558.9653	399.8046
Eif1ax	1232.9433	1511.6416	1245.3359	1192.4787	1314.9204	1437.3621	1175.1741	1255.1652	1250.9902	1236.7147	1210.6567	1276.0534
Eif1b	582.8685	558.3432	430.0083	463.3478	462.28705000000002	461.2263	503.2512	533.824	475.5891	482.7744	430.9093	406.5162
Eif2a	1094.3452	1383.8005	1265.9533	1241.0555	1318.7833000000001	1396.5111	1073.3835	1197.3435	1263.6877	1239.4683	1153.7001	1431.4523
Eif2ak1	706.7685	720.766	723.9473	599.6274	564.84209999999996	530.0568	736.0464	702.9414	651.3751	587.1907	534.1953	548.6377
Eif2ak2	552.2376	489.9344	572.5301	478.6714	494.1336	509.5958	461.7629	528.7717	604.5107	507.5078	382.3171	543.1673
Eif2ak3	464.8276	450.839	530.3763	655.1057	652.21019999999999	649.3147	490.9769	447.9667	511.7194	671.5466	591.0379	560.1659
Eif2ak4	1073.7494	856.524	886.9745	841.5515	763.21395000000007	684.8764	948.0799	939.1251	941.4226	873.0331	785.7781	724.6801
Eif2b1	659.0273	645.3172	541.1186	602.2277	608.04584999999997	613.864	572.0397	570.8379	521.4831	569.8014	564.9801	486.0491
